ID_occurrence	src.lang	fr1	KWIC.fr	fr2	lemma.fr	meaning.fr	es	form.fr	form.cs	form.en	form.es	form.it	form.pl	form.ru	dimension1	dimension2
118	it	Mais comme je lui dis que ces seigneurs souhaitaient vivement découvrir « le tartoufo » , comme on nomme la truffe là-bas , sous la terre pour le manger ensuite , il comprit que l’ objet de leur recherche gourmande était « der Teufel » , autrement dit le diable , et il se signa avec dévotion en me	regardant	tout ahuri .	regarder	concom	Pero , como le dije que esos señores buscaban con tanto afán bajo la tierra el «tartufo» , como llaman allí a la trufa , para luego comérselo , entendió que se trataba de «der Teufel» , o sea , del diablo , y se santiguó con gran devoción , mirándome atónito .	ger	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.32267783579150155	-0.10259910652307482
119	de	– Je ne puis plus , hélas ! rester que quelques minutes , dit aimablement le chef de bureau en s’ asseyant profondément dans le fauteuil et en	regardant	sa montre .	regarder	concom	–Por desgracia sólo podré permanecer unos minutos –dijo amablemente el jefe de departamento , se sentó cómodamente en la silla y miró el reloj– , pues el trabajo me llama .	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	Cvb.ps.impf	0.03836377885381922	-0.5057309825133487
120	fr	Passepartout l' accompagnait ,	portant	une paire de revolvers .	porter	concom	Picaporte le acompañaba , llevando un par de revólveres .	part	VF.coord	ing.part	ger	ger	Cvb.ps.impf	VF.main	-0.009656488260301202	-0.003092175574013608
121	fr	Phileas Fogg , en	quittant	Londres , ne se doutait guère , sans doute , du grand retentissement qu' allait provoquer son départ .	quitter	sim	Phileas Fogg , al dejar Londres , no sospechaba , sin duda , el ruido grande que su partida iba a provocar .	ger	VF.sub.adv	NP	InfP	InfP	Cvb.ps.impf	Cvb.ps.impf	-0.3429473083774567	0.06336269651599699
122	cs	Ne	pouvant	même plus tenir son verre , il s' écroula sur sa chaise .	pouvoir	cause	No era capaz ni de sostener la copa . Se deslizó sobre la silla .	part	VF.main	adj	VF.main	VF.main	Cvb.ps.impf	adj	0.11644236537309781	0.24177443374032756
123	cs	il ne nous avait rejoints que deux mois après l' incorporation normale de septembre ,	ayant	d' abord été affecté à une unité d' infanterie où il avait obstinément refusé de toucher une arme parce que c' était contraire à ses rigoureux principes religieux ;	affecté	anter	llegó dos meses después del reemplazo normal de setiembre , porque primero fue a parar a un regimiento de infantería , en el cual se negó obstinadamente a llevar un arma , porque eso iba en contra de sus severos y personales principios religiosos ;	part	VF.sub.adv	ing.part	VF.main	VF.sub.adv	VF.sub.adv	VF.main	0.20242951335737086	0.23060116177221682
124	cs	Les prairies voisines , aisément accessibles ,	étant	destinées à la fenaison , Tereza devait mener son troupeau dans les collines environnantes .	étant destiné	cause	Los prados próximos y de fácil acceso estaban destinados a la siega y , por eso , Teresa tenía que llevar el ganado a los montes de los alrededores .	part	VF.sub.adv	VF.main	VF.coord	VF.sub.adv	part	VF.sub.adv	0.28216372611562957	0.17997595015611828
125	fr	"" Une , monsieur ! "" répondit le Mormon en	levant	les bras au ciel , "" une , et c' était assez ! ""	lever	concom	-¡ Una , señor ! -contestó el mormón , elevando los brazos al cielo- , ¡ una y era bastante !	ger	Cvb.ps.impf	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.40179850486858926	0.02317927038231187
126	it	À ce point -là , Bence ,	redoutant	d’ être découvert , s’ en était retourné au dortoir .	redouter	cause	En aquel momento , temiendo que lo descubrieran , Bencio había regresado al dormitorio .	part	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.07528695500405727	0.13985588036874924
129	de	Vous figurez -vous que vous amènerez plus vite la fin de ce sacré procès en	discutant	avec nous , les gardiens , sur votre mandat d’ arrestation et sur vos papiers d’ identité ?	discuter	manner	¿ Acaso pretende al hablar con nosotros sobre documentos de identidad y sobre órdenes de detención que su maldito proceso acabe pronto ?	ger	VF.sub.compl	ing.ger	InfP	VF.sub.adv	Cvb.ps.impf	InfP	-0.2915016167553067	0.032095921581538185
130	cs	Peu à peu , l' image empoisonnée de l' homme se	tapotant	le front disparaissait de son esprit , où brusquement surgit cette phrase : je ne peux pas les haïr , parce que rien ne m' unit à eux ; nous n' avons rien en commun .	se tapoter	attributive	La imagen envenenada del hombre que se lleva el dedo a la frente iba desapareciendo lentamente de su mente , que se llenaba de esta frase : no puedo odiarlos porque nada me une a ellos ; no tengo nada que ver con ellos .	part	VF.sub.rel	ing.part	VF.sub.rel	VF.sub.rel	part	part	0.34656164661799566	0.41023992870280135
131	cs	C' est alors que tout alla de travers : il se réveilla avec la migraine , le facteur lui apporta deux lettres désagréables , en	téléphonant	à un bureau il dut subir la voix impatiente d' une femme qui refusait de comprendre sa demande .	téléphoner	sim	Y entonces todo le salió al revés : se despertó con dolor de cabeza , el cartero le trajo dos cartas desagradables y , durante una conversación telefónica con una institución oficial , una voz femenina impaciente se negó a entender qué era lo que quería .	ger	PP	PP	PP	PP	VF.sub.adv	PP	-0.13590346502554757	0.0256294868844679
132	it	La querelle faisait encore rage , lorsque l’ un des novices de garde à la porte entra ,	passant	au milieu de cette confusion comme qui traverse un champ battu par la grêle , et vint glisser à l’ oreille de Guillaume que Séverin désirait lui parler d’ urgence .	passer	manner	Todavía arreciaba la disputa, cuando uno de los novicios que guardaban la puerta atravesó aquella confusión como quien cruza un campo castigado por el granizo y se acercó a Guillermo para decirle en voz baja que Severino quería hablarle con urgencia .	part	VF.sub.adv	VF.sub.adv	VF.sub.adv	ger	Cvb.ps.impf	VF.main	-0.058334181768372496	0.22251484492823767
133	fr	Mr . Fogg , ne	voulant	pas exposer Mrs . Aouda aux tortures d' une traversée en plein air , par ce froid que la vitesse rendrait plus insupportable encore , lui proposa de rester sous la garde de Passepartout à la station de Kearney .	vouloir	cause	No queriendo míster Fogg exponer a mistress Aouda a los tormentos de una travesía al aire libre , con el frío , que la velocidad había de hacer más insoportable , le propuso quedarse con Picaporte en la estación de Kearney , desde donde el buen muchacho la traería a Europa , por mejor camino y en mejores condiciones .	part	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.07528695500405726	0.13985588036874927
134	cs	Quelques instants plus tôt , en	voyant	sa siamoise réagir si violemment à l' attitude distraite de Bernard , elle s' était soudain sentie solidaire de l' animal :	voir	cause	Mientras observaba , un momento antes , cómo Bernard acariciaba a la gata , que reaccionaba enemistosamente a su ausente distracción , había sentido una violenta solidaridad con ella : hace ya varias semanas que Bernard se comporta exactamente de la misma manera con respecto a ella : la acaricia y piensa mientras tanto en otra cosa ; pone cara de que está con ella , pero ella sabe que no oye lo que le dice .	ger	VF.sub.adv	VF.sub.adv	VF.sub.adv	ger	Cvb.ps.impf	VF.sub.adv	-0.3302593418403059	0.12625742222591915
135	fr	Pendant toute la journée , l' embarcation courut ainsi vers le nord , emportée par les lames monstrueuses , en	conservant	heureusement une rapidité égale à la leur .	conserver	manner	Durante toda la jornada , corrió así hacia el Norte , arrastrada por olas monstruosas , y conservando , felizmente , una velocidad igual a la de ellas .	ger	Cvb.ps.impf	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.42250805293387084	0.0934252625074621
136	ru	Allongée sur le ventre , elle passa la tête au-dehors , s’	attendant	à voir sur l’ asphalte , éclairé par la lanterne de la cour , le corps disloqué de l’ homme à la valise .	s'attendre	concom	Apoyó el vientre en el antepecho y asomó la cabeza , esperando ver sobre el asfalto , iluminado por un farol , al hombre de la maleta , muerto .	part	VF.main	ing.part	ger	ger	part	Cvb.ps.impf	-0.041606328551157805	0.20281385505334038
137	it	— En	soutenant	qu’ on ne doit pas recevoir de sacrements des mains de prêtres impurs …	soutenir	manner	-Afirmando que no debían tomarse los sacramentos impartidos por sacerdotes impuros …	ger	PP	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.4227804211113438	0.09791822537616016
141	de	– Pas tant de discours , dit K. en	tendant	la main vers la femme .	tendre	concom	–Palabras inútiles –dijo K , y extendió su mano hacia la mujer– .	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	0.12524358412580994	-0.5290682774162908
143	fr	D' ailleurs , la Tankadère portait admirablement la toile ,	ayant	un grand tirant d' eau , et tout était paré à amener rapidement , en cas de grain .	avoir	cause	Por otra parte , la "" Tankadera "" llevaba admirablemente el trapo , con gran calado de agua , y todo estaba preparado para aferrar inmediatamente , en caso de chubasco .	part	VF.sub.adv	VF.sub.adv	prep	ger	Cvb.ps.impf	part	-0.032788217404198	0.33406233570001753
144	fr	L' agent passa là quelques heures difficiles , tantôt croyant tout perdu , tantôt	espérant	que Fogg ignorait la situation , enfin ne sachant quel parti prendre .	espérer	sim	El agente pasó algunas horas angustiosas , creyéndolo algunas veces todo perdido , esperando otras que Fogg ignoraba la situación , y por último , no sabiendo qué partido tomar .	part	Cvb.ps.impf	ing.part	ger	ger	VF.coord	VF.main	0.08858289912628292	0.09172810039502528
145	cs	Il lui dit qu' il n' habitait pas loin , qu' il était ingénieur et que la dernière fois il s' était arrêté tout à fait par hasard en	rentrant	de son travail .	rentrer	sim	Le dijo que no vive lejos de allí , que es ingeniero y que se detuvo allí la primera vez por pura casualidad al volver del trabajo .	ger	VF.sub.adv	PP	InfP	ger	Cvb.ps.impf	VF.sub.compl	-0.37138676893245076	0.07549526386974813
147	cs	Comment je me suis d' abord attachée à Pavel , je ne pourrais le dire aujourd'hui à personne , c' est comme de la mauvaise littérature , un jour anniversaire de la Libération il y avait un grand meeting sur la place de la Vieille-Ville , notre Ensemble était lui aussi de la fête , nous allions partout en groupe , petite cohorte parmi des dizaines de milliers de gens , sur la tribune nos hommes d' État et aussi des étrangers , beaucoup de discours et beaucoup d' ovations , puis Togliatti à son tour s' est approché du micro pour une brève allocution en italien et , comme toujours , la place a répondu en criant , en battant des mains , en	scandant	des mots d' ordre .	scander	manner	Y hoy ya no le podría contar a nadie cómo empezó mi relación con Pavel , porque parece una historia sacada de un libro , era el aniversario de la Liberación y en la Plaza de la Ciudad Vieja había una gran manifestación , nuestro grupo también estaba , íbamos juntos a todas partes , un grupito de gente rodeado por decenas de miles , y en la tribuna había dirigentes de nuestro país y del extranjero , hubo muchos discursos y muchos aplausos y luego se acercó al micrófono también Togliatti y pronunció un breve discurso en italiano y la plaza respondió como siempre gritando , aplaudiendo , coreando consignas .	ger	PP	ing.ger	ger	ger	PP	NP	-0.3316618485043373	0.04998305038223576
148	de	Il se sentait un peu perdu en	traversant	sous les yeux du prêtre ces longues rangées de bancs vides ;	traverser	sim	K , consciente de que el sacerdote podía estar observándole , se sentía abandonado mientras avanzaba solo entre los bancos vacíos . Las dimensiones de la catedral le parecían ahora rayar en los límites de lo soportable para el ser humano .	ger	VF.sub.adv	VF.sub.adv	VF.sub.adv	VF.sub.adv	VF.sub.adv	Cvb.ps.impf	-0.22255474266864222	0.09722673618150546
149	fr	Quant à Passepartout , il saisit la main du pilote et l' étreignit vigoureusement en	disant	:	dire	concom	En cuanto a Picaporte , tomó la mano del piloto y la estrechó vigorosamente diciendo :	ger	VF.coord	ing.part	ger	ger	VF.main	Cvb.ps.impf	-0.26309051695582814	-0.1318212531586541
150	ru	Ivan se contentait de sourire avec amertume , en	pensant	combien tout cela était bizarre et bête !	penser	concom	A todo esto , Iván esbozaba una sonrisa amarga como para sus adentros y pensaba que todo estaba resultando muy raro , absurdo .	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.14100625582536772	-0.5317133250202943
153	de	« Non , dit celui qui était près de la fenêtre , en jetant son livre sur une petite table et en se	levant	, vous n’ avez pas le droit de sortir , vous êtes arrêté .	se lever	sim	–No –dijo el hombre de la ventana , arrojó el libro sobre una mesita y se levantó– . No puede irse , usted está detenido .	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.16781169886757555	-0.49183114982136683
155	fr	Le Parsi , très familiarisé avec les routes et sentiers du pays , prétendait gagner une vingtaine de milles en	coupant	à travers la forêt , et on s' en rapporta à lui .	couper	manner	El parsi , muy familiarizado con los senderos de su país , pretendía ganar unas veinte millas atajando por la selva , y le dejaron actuar a su criterio .	ger	VF.sub.adv	ing.ger	ger	ger	Cvb.ps.impf	InfP	-0.42260610309243857	0.09783164924966908
156	cs	Mais en	voyant	la photo géante à chaque coin de rue , Laura l' avait mise en relation avec la nouvelle attitude de son amant , avec ses silences , avec son air distrait , et en avait conclu sans hésiter que le succès avait envoyé sur son chemin une autre femme qui occupait toutes ses pensées .	voir	sim	Pero ella veía en cada esquina su gran fotografía y , cuando la relacionaba con los cambios en su comportamiento , con su rostro silencioso y su distracción , llegaba sin demasiado esfuerzo a la conclusión de que el éxito había puesto en su camino a otra mujer en la que pensaba constantemente .	ger	VF.coord	VF.sub.adv	VF.coord	VF.coord	Cvb.ps.impf	VF.coord	-0.05358556549303778	-0.3183773444692585
157	cs	En	envahissant	les rues , les voitures ont réduit les trottoirs , où s' entassent les passants .	envahir	manner	Los coches , que han llenado las calles , redujeron las aceras , en las que se amontonan los peatones .	ger	VF.sub.rel	VF.sub.rel	VF.sub.rel	VF.sub.rel	Cvb.ps.impf	ppt	-0.144260545200298	0.1499788412851538
158	it	En le	gardant	secret , il gardait au contraire intacts son prestige et sa force , il n’ était pas corrompu par la dispute , par la suffisance quodlibétique qui veut passer au crible du sic et non chaque mystère et chaque grandeur .	garder	manner	En cambio , mientras permaneciera oculto , su prestigio y su fuerza seguirían intactos , a salvo de la corrupción de las disputas , de la soberbia cuodlibetal que pretende someter todo misterio y toda grandeza a la criba del sic et non .	ger	VF.sub.adv	ing.part	VF.sub.adv	ger	VF.sub.adv	Cvb.ps.impf	-0.33554459970583145	0.11411315723121535
159	cs	II prononça ces derniers mots avec une certaine gravité , puis ajouta en	souriant	:	sourir	concom	Las últimas palabras las pronunció con mucho énfasis y luego añadió , con una sonrisa :	ger	PP	PP	PP	PP	PP	Cvb.ps.impf	-0.23579836417326894	-0.07049797354123852
161	fr	NA	Déjeunant	, dînant au club à des heures chronométriquement déterminées , dans la même salle , à la même table , ne traitant point ses collègues , n' invitant aucun étranger , il ne rentrait chez lui que pour se coucher , à minuit précis , sans jamais user de ces chambres confortables que le Reform-Club tient à la disposition des membres du cercle .	déjeuner	concom	Almorzando y comiendo en el club a horas cronométricamente determinadas , en el mismo comedor , en la misma mesa , sin tratarse nunca con sus colegas , sin convidar jamás a ningún extraño , sólo volvía a su casa para acostarse a la media noche exacta , sin hacer uso en ninguna ocasión de los cómodos dormitorios que el Reform-Club pone a disposición de los miembros del círculo .	part	VF.coord	VF.coord	ger	VF.sub.adv	VF.main	VF.main	0.21767663686446048	-0.12596775721526096
162	fr	"" A vous de couper , monsieur "" , ajouta -t-il en	présentant	les cartes à Thomas Flanagan .	présenter	concom	añadiendo después y presentando las cartas a Tomás Flanagan- . A vos os toca cortar .	ger	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.3226778357915015	-0.10259910652307483
163	cs	Certaines portaient un voile de plastique spécial , qui formait autour du corps ( ou d' une seule de ses parties , ventre et derrière notamment ) une sorte d' emballage hermétique ,	provoquant	une intense transpiration et l' espoir d' un amaigrissement .	provoquer	result	Algunas llevaban puestas unas curiosas prendas de material plástico , que formaban alrededor del cuerpo ( o de determinada parte del cuerpo , con frecuencia la barriga y el trasero ) un envoltorio aislante que lo hacía sudar aún más y creaba en las mujeres la ilusión de que adelgazaban con mayor rapidez .	part	conj	VF.sub.adv	VF.sub.rel	VF.sub.adv	part	conj	0.2793109862635198	0.32030335058859793
164	cs	Elle ne pouvait trouver la consolation qu' en	regardant	en arrière .	regarder	manner	Lo único que puede consolarla es mirar hacia atrás .	ger	NP	ing.ger	VF.sub.compl	NP	NP	VF.sub.adv	-0.1658965010996694	-0.022504442875393466
165	fr	"" Là , au coin de la place , "" répondit l' inspecteur en	indiquant	une maison éloignée de deux cents pas .	indiquer	concom	-Allí en la esquina de la plaza -respondió el inspector , indicando una casa que distaba unos doscientos pasos .	ger	Cvb.ps.impf	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.4017985048685891	0.023179270382311788
167	it	J’ étais fasciné par ces cartilages jaunis , mystiques et répugnants à la fois , transparents et mystérieux , par ces lambeaux de vêtements d’ époque immémoriale , décolorés , effilochés , parfois enroulés dans une fiole comme un manuscrit défraîchi , par ces matières en miettes se confondant avec l’ étoffe qui leur servait de couche , saints détritus d’ une vie jadis animale ( et rationnelle ) et maintenant , prisonniers des édifices de cristal ou de métal qui mimaient dans leur minuscule dimension la hardiesse des cathédrales de pierre avec leurs tours et leurs flèches ,	semblant	transformés eux aussi en substance minérale .	sembler	attributive	Estaba fascinado por aquellos cartílagos amarillentos , místicos y repugnantes al mismo tiempo , transparentes y misteriosos , por aquellos jirones de vestiduras de épocas inmemoriales , descoloridos , deshilachados , a veces enrollados dentro de un frasco como un manuscrito descolorido , por aquellas materias desmenuzadas que se confundían con el paño que les servía de lecho , detritos santos de una vida que había sido animal ( y racional ) y que ahora , apresados dentro de edificios de cristal o de metal , que en sus minúsculas dimensiones imitaban la audacia de las catedrales de piedra , con sus torres y agujas , parecían haberse transformado también ellos en sustancia mineral .	part	VF.main	VF.main	VF.coord	VF.coord	VF.coord	VF.sub.adv	0.4577875550644981	-0.07516627282391625
169	fr	Puis ,	prenant	Passepartout par la ceinture et l' enroulant de sa trompe , il l' enleva jusqu' à la hauteur de sa tête .	prendre	sim	El elefante exhaló algunos gruñidos de satisfacción , y luego tomó a Picaporte por la cintura y lo levantó hasta la altura de su cabeza .	part	VF.coord	ing.part	VF.coord	part.past	VF.coord	VF.coord	0.35213241878537366	-0.14309677578626717
170	de	« Vous avez de beaux yeux noirs , dit-elle quand ils furent installés , en	regardant	d’ en bas le visage de K.	regarder	concom	–Tiene unos ojos negros muy bonitos –dijo ella después de sentarse y contemplar el rostro de K– . Me han dicho que yo también tengo ojos bonitos , pero los suyos lo son mucho más .	ger	VF.coord	ing.part	InfP	VF.coord	VF.coord	VF.coord	0.023511555855958335	-0.35728172500037886
171	cs	Tous avaient , à l' évidence , interprété dans le sens de leur propre suspicion les mots du commandant	parlant	hier d' un Alexej dénonciateur et avaient brusquement ressenti le flot chaleureux du consentement avec la cruauté du galonné .	parler	attributive	Era evidente que las palabras pronunciadas el día anterior por el comandante acusando a Alexej de soplón las habían interpretado todos de acuerdo con sus propias sospechas y habían sentido una repentina oleada de cálida aprobación por la crueldad del comandante .	part	NP	NP	ger	prep	prep	PP	0.20793149034384387	0.3063026384457945
174	cs	il protestait faiblement ,	montrant	par là sa modestie et provoquant ainsi la jeune fille à d' autres louanges .	montrer	result	hizo un amago de protesta , con lo cual demostró su sencillez y , al mismo tiempo , incitó a la señorita a que lo siguiera elogiando .	part	VF.sub.adv	ing.part	VF.sub.rel	ger	VF.sub.rel	VF.coord	0.1005979968648584	0.31613717996259133
176	fr	On rappela ce que l' existence de Phileas Fogg avait de mystérieux , son isolement , son départ subit , et il parut évident que ce personnage ,	prétextant	un voyage autour du monde et l' appuyant sur un pari insensé , n' avait eu d' autre but que de dépister les agents de la police anglaise .	prétexter	attributive	Todos recordaron lo que tenía de místeriosa la existencia de Phileas Fogg , su aislamiento , su partida repentina , y pareció evidente que este personaje , pretextando un viaje alrededor del mundo y apoyándose en una apuesta insensata , no tenía otro objeto que hacer perder la pista a los agentes de la policía inglesa .	part	VF.sub.rel	ing.ger	ger	PP	Cvb.ps.impf	adj	0.0648453039491304	0.3379796606584493
178	fr	"" Je ferai tout pour le ramener	vivant	en Europe ! "" répondit simplement Fix , d' un ton qui marquait une implacable volonté .	vivant	depictive	-Todos los medios emplearé para que llegue vivo a Europa -respondió simplemente Fix , con tono que denotaba una implacable voluntad .	part	adj	ing.part	adj	adj	adj	adj	0.21101666515424947	0.23857173963332415
179	fr	"" Trente hommes de bonne volonté ! "" ajouta -t-il en se	tournant	vers ses soldats .	se tourner	concom	¡ Treinta hombres voluntarios ! -añadió , volviéndose hacia los soldados .	ger	Cvb.ps.impf	ing.part	ger	part.past	Cvb.ps.impf	part	-0.2610154062149178	0.03458186147616203
180	cs	En s'	attardant	dans la salle des Hollandais , Rubens songeait à la luthiste et se disait : la luthiste n' est pas un modèle pour Frans Hais ; la luthiste est le modèle des grands peintres d' autrefois , qui cherchaient la beauté dans la surface immobile du visage .	s'attarder	sim	Cuando paseaba por la sala de los holandeses , Rubens pensaba en la mujer que toca el laúd y se decía : La mujer que toca el laúd no es un modelo para Hals ; la mujer que toca el laúd es un modelo para los pintores que buscaban la belleza en la superficie inmóvil de los rasgos .	ger	VF.sub.adv	VF.sub.adv	VF.sub.adv	VF.sub.adv	Cvb.ps.impf	Cvb.ps.impf	-0.31708274931306696	0.10481101991823012
181	fr	Et ,	marchant	ainsi , je découvris le puits au lever du jour .	marcher	sim	Continué caminando y al rayar el alba descubrí el pozo .	part	VF.sub.adv	VF.sub.adv	ger	ger	Cvb.ps.impf	VF.coord	-0.11290501398955688	0.2823624575444889
183	de	– Non , dit la femme en	refermant	la porte , ce n’ est pas permis ;	refermer	concom	–No –dijo la mujer , y cerró la puerta– . No está permitido .	ger	VF.coord	VF.sub.adv	VF.coord	VF.coord	VF.coord	VF.main	0.10434634253026454	-0.4742167253829594
184	fr	Déjeunant ,	dînant	au club à des heures chronométriquement déterminées , dans la même salle , à la même table , ne traitant point ses collègues , n' invitant aucun étranger , il ne rentrait chez lui que pour se coucher , à minuit précis , sans jamais user de ces chambres confortables que le Reform-Club tient à la disposition des membres du cercle .	dîner	depictive	Almorzando y comiendo en el club a horas cronométricamente determinadas , en el mismo comedor , en la misma mesa , sin tratarse nunca con sus colegas , sin convidar jamás a ningún extraño , sólo volvía a su casa para acostarse a la media noche exacta , sin hacer uso en ninguna ocasión de los cómodos dormitorios que el Reform-Club pone a disposición de los miembros del círculo .	part	VF.coord	VF.coord	ger	VF.coord	VF.main	VF.main	0.3013810900724951	-0.15985270596731585
185	fr	Il évitait toujours les lieux habités , se	sentant	plus en sûreté dans ces campagnes désertes , qui marquent les premières dépressions du bassin du grand fleuve .	se sentir	cause	Evitaba siempre los parajes habitados , creyéndose más seguro en el campo desierto , donde se encuentran las primeras depresiones de la cuenca del gran río .	part	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.07528695500405731	0.13985588036874927
186	cs	La	sachant	mariée , on ne comptait pas trop sur son accord ; elle les surprit tous : elle répondit « oui » sans hésitation ; et elle se surprit elle-même : ce « oui » , qu' elle avait prononcé sans réflexion préalable , prouvait que son désir n' était pas une comédie qu' elle s' était jouée à elle-même , par coquetterie et sans y croire , mais quelque chose de réel et de sérieux .	savoir	cause	Sabían que estaba casada y por eso no contaban demasiado con que aceptara ; los sorprendió : dijo «sí» sin pensarlo un segundo ; y se sorprendió también a sí misma : aquel «sí» que había pronunciado sin vacilar demostraba que su deseo no era una comedia coqueta que representaba para sí misma sin creérsela , sino algo real y serio .	part	VF.coord	VF.coord	VF.coord	ger	part	VF.main	0.2910848798607874	-0.11422841754258212
188	fr	Et tes amis seront bien étonnés de te voir rire en	regardant	le ciel .	regarder	sim	Algunas veces abrirás tu ventana sólo por placer y tus amigos quedarán asombrados de verte reír mirando al cielo .	ger	PP	VF.sub.adv	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.433295744899358	0.08656351984540839
189	fr	Tout en	fouillant	ma poche pour en tirer mon revolver , je pris le pas de course , mais , au bruit que je fis , le serpent se laissa doucement couler dans le sable , comme un jet d’ eau qui meurt , et , sans trop se presser , se faufila entre les pierres avec un léger bruit de métal .	fouiller	sim	Echando mano al bolsillo para sacar mi revólver , apreté el paso , pero , al ruido que hice , la serpiente se dejó deslizar suavemente por la arena como un surtidor que muere , y , sin apresurarse demasiado , se escurrió entre las piedras con un ligero ruido metálico .	ger	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.3306460627864885	-0.04156165045108077
190	it	Mais cette mienne inaptitude à voir est sans doute l’ effet de l’ ombre que la grande ténèbre	approchant	projette sur le monde vieilli .	approcher	attributive	Pero quizás esta incapacidad para ver sea producto de la sombra que la gran tiniebla que se aproxima proyecta sobre este mundo ya viejo .	part	VF.sub.adv	VF.sub.adv	VF.sub.rel	VF.sub.rel	part	VF.sub.rel	0.3050287916172076	0.43718199500126015
191	fr	"" Or , me	trouvant	sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume-Uni , je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout … ""	se trouver	cause	Y hallándome desacomodado y habiendo sabido que el señor Phileas Fogg era el hombre más exacto y sedentario del Reino Unido , me he presentado en casa del señor , esperando vivir con tranquilidad y olvidar hasta el apodo de Picaporte .	part	VF.sub.adv	ing.part	ger	ger	VF.coord	Cvb.pt.pf	0.05137511784897638	0.19995548958714324
192	cs	Ces choses , il les notait sur des billets minuscules ,	faisant	risquer leur peau à ceux qui , en fraude , les passaient à l' extérieur pour les conserver en lieu sûr .	faire	manner	Lo escribía en retazos de papel y arriesgaba la vida de otras personas que lo sacaban de la cárcel y lo guardaban .	part	VF.coord	ing.part	VF.coord	ger	Cvb.ps.impf	conj	0.036105584257165785	-0.015885283265066354
193	fr	"" En	prétendant	que j' avais tort de jouer pique , le colonel m' a fait une nouvelle injure , et il m' en rendra raison . ""	prétendre	cause	Al pretender que yo hacía mal en jugar espadas , el coronel me ha injuriado de nuevo , y me dará una satisfacción .	ger	PP	ing.ger	InfP	ger	Cvb.ps.impf	Cvb.ps.impf	-0.40857742383738294	0.06951116343874214
194	cs	Il se morigénait , s' intimait l' ordre de ne pas céder à la compassion et la compassion l' écoutait en	baissant	la tête comme un coupable .	baiser	concom	Se hacía reproches para no rendirse a la compasión y la compasión lo oía con la cabeza gacha , como si se sintiera culpable .	ger	PP	PP	PP	PP	part	Cvb.pt.pf	-0.12801734311811505	-0.044407078106751915
196	ru	Au milieu de la rue , les retardataires pressaient leurs ânons , criant après eux et leur	donnant	des coups de fouet .	donner	manner	En la carretera , los últimos transeúntes apresuraban sus burros , gritándoles y arreándoles .	part	VF.coord	ing.part	ger	VF.coord	VF.coord	VF.coord	0.24813540799885306	-0.10393680642279261
197	cs	La femme qui tenait de la girafe et de la cigogne souriait en	clignant	des yeux et tout ce qu' elle disait semblait imprégné d' un sens ou d' une ironie cachés .	cligner	concom	La mujer que parecía una jirafa y una cigüeña sonreía , sus ojos se entrecerraban , de modo que todo lo que decía parecía lleno de un sentido oculto o de ironía .	ger	VF.coord	VF.coord	VF.coord	ger	VF.coord	VF.main	0.011186178335575959	-0.45361348347850927
198	fr	Phileas Fogg n' eut pas le temps d' arrêter ce courageux garçon , qui ,	ouvrant	une portière sans être vu des Indiens , parvint à se glisser sous le wagon .	ouvrir	sim	Phileas Fogg , no tuvo tiempo de detener al animoso muchacho , que , abriendo una portezuela , consiguió deslizarse debajo del vagón .	part	VF.coord	ing.part	ger	ger	VF.coord	Cvb.pt.pf	0.10130726137718907	0.005841979532159357
199	fr	Puis	levant	les yeux sur Mrs . Aouda :	lever	sim	Estuvo sin hablar cinco minutos , y luego , elevando su vista hacia Aouda , le dijo :	part	VF.coord	ing.part	ger	ger	Cvb.ps.impf	VF.main	-0.006346049574764396	0.06572784197612579
200	it	J’ ai l’ impression , en	lisant	cette page , d’ avoir déjà lu certains de ces mots , et des phrases presque identiques , que j’ ai vues ailleurs , me reviennent à l’ esprit .	lire	sim	Tengo la impresión , al leer esta página , de que ya he leído algunas de las palabras que figuran en ella , y recuerdo frases casi idénticas que he visto en otra parte .	ger	PP	VF.sub.adv	InfP	ger	VF.sub.adv	VF.sub.adv	-0.27136015792725116	0.05415596092549605
